"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(m_gaze_away;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,25
"(m_gaze_at;mother-speech)","(i_gaze_at;inf_smile)",0.101,46,100.874,999.0,999.0,999.0,0
"(mo_smile)","(inf_smile)",0.288,125,433.911,0.03,0.69,0.01,100
"(i_gaze_away;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,99
"(i_gaze_away;m_gaze_away)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,60
"(i_gaze_at_object;inf_smile;infant_voc;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;infant_voc;m_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(i_gaze_at;infant_voc;mo_smile)","(inf_smile;m_gaze_at)",0.13,2,12.652,999.0,999.0,999.0,0
"(i_gaze_away)","(m_gaze_at_object)",0.361,54,195.229,0.06,0.01,0.06,100
"(i_gaze_away;inf_smile;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;mo_smile;mother-speech)","(inf_smile)",0.17,18,57.265,0.0,0.0,0.0,9
"(m_gaze_at)","(i_gaze_at;inf_smile)",0.18,244,382.803,0.02,0.0,0.02,100
"(m_gaze_away)","(i_gaze_at_object;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;infant_voc)","(m_gaze_at)",0.295,4,65.734,0.0707070707070707,0.9292929292929293,0.09090909090909091,99
"(i_gaze_away;inf_smile;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,87
"(i_gaze_at;infant_voc;m_gaze_at)","(mo_smile)",0.15,3,26.171,0.23376623376623376,0.8571428571428571,0.07792207792207792,77
"(m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,89
"(inf_smile;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,46
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile)","(m_gaze_at)",0.254,22,76.857,0.69,0.63,0.84,100
"(i_gaze_at;inf_smile;m_gaze_away)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile;m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_at;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,24
"(i_gaze_away;m_gaze_away;mo_smile)","(inf_smile;infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile)","(i_gaze_at;mo_smile;mother-speech)",0.114,126,128.039,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,26
"(m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,88
"(i_gaze_at;m_gaze_away;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,25
"(infant_voc;m_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_at_object;inf_smile;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;m_gaze_away;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at_object)",0.124,26,40.665,0.9292929292929293,0.020202020202020204,0.696969696969697,99
"(i_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_at;mother-speech)","(m_gaze_at;mo_smile)",0.14,43,135.833,0.0,0.4,0.0,5
"(i_gaze_at;infant_voc;m_gaze_at)","(inf_smile)",0.11,2,19.176,0.45454545454545453,1.0,0.13636363636363635,22
"(i_gaze_away;inf_smile;mo_smile;mother-speech)","(m_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(i_gaze_at;m_gaze_at)",0.346,38,176.01,0.0,0.17,0.0,100
"(i_gaze_at;infant_voc;m_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;inf_smile;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,15
"(inf_smile;infant_voc;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,20
"(i_gaze_at)","(inf_smile;mother-speech)",0.124,311,266.05,0.1414141414141414,0.12121212121212122,0.1414141414141414,99
"(i_gaze_away;inf_smile;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(inf_smile)",0.154,5,52.694,0.85,1.0,1.0,100
"(i_gaze_away;infant_voc;m_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,12
"(mo_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_at;inf_smile;infant_voc;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;mother-speech)","(i_gaze_at)",0.289,21,288.494,0.0,0.29,0.0,100
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at;mo_smile)","(i_gaze_at;inf_smile)",0.204,97,201.536,0.0,0.0,0.0,99
"(i_gaze_away;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",0.1,1,1.567,999.0,999.0,999.0,4
"(i_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,43
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,89
"(i_gaze_away;infant_voc;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at;m_gaze_away;mo_smile;mother-speech)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;mother-speech)","(mo_smile)",0.116,4,11.855,0.82,0.46,1.0,50
"(i_gaze_away)","(inf_smile)",0.214,27,116.181,0.69,1.0,0.68,100
"(i_gaze_away;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,44
"(inf_smile;m_gaze_at_object;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,74
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(mother-speech)","(inf_smile)",0.156,65,247.668,0.66,0.36,0.61,100
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;mo_smile)","(mother-speech)",0.289,76,101.7,0.16,0.0,0.01,100
"(i_gaze_at_object;infant_voc;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_at)","(i_gaze_at;mo_smile;mother-speech)",0.139,80,87.056,999.0,999.0,999.0,2
"(mother-speech)","(i_gaze_at;mo_smile)",0.13,52,205.642,0.0,0.6842105263157895,0.0,19
"(i_gaze_at)","(m_gaze_at;mo_smile;mother-speech)",0.14,366,302.045,999.0,999.0,999.0,1
"(i_gaze_away;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,48
"(i_gaze_at_object;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at_object;inf_smile;mo_smile)","(mother-speech)",0.214,6,6.982,0.6363636363636364,1.0,1.0,99
"(i_gaze_at;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",0.137,103,97.169,0.0,0.0,0.0,11
"(inf_smile;mo_smile)","(i_gaze_away;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,43
"(i_gaze_at;mo_smile)","(inf_smile;m_gaze_at;mother-speech)",0.116,125,106.758,999.0,999.0,999.0,0
"(infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(mo_smile)","(m_gaze_at;mother-speech)",0.235,349,354.622,0.0,0.0,0.0,100
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,11
"(inf_smile;m_gaze_at)","(mo_smile)",0.422,35,263.108,0.0,0.86,0.0,100
"(inf_smile;mo_smile)","(i_gaze_at;mother-speech)",0.212,92,107.794,0.0,0.0,0.0,100
"(m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,64
"(i_gaze_at_object;inf_smile;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_away;mo_smile)","(i_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(i_gaze_at_object;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_away;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,55
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_away;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,32
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at_object;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at;mother-speech)","(mo_smile)",0.184,30,130.716,0.0,0.012345679012345678,0.0,81
"(inf_smile;m_gaze_away;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,10
"(inf_smile;m_gaze_at;mo_smile)","(i_gaze_at;mother-speech)",0.197,54,69.363,0.010869565217391304,0.010869565217391304,0.0,92
"(m_gaze_at_object)","(mother-speech)",0.213,306,332.288,1.0,1.0,1.0,100
"(m_gaze_at_object;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,81
"(infant_voc;m_gaze_away)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(mo_smile)","(i_gaze_at;inf_smile)",0.193,122,290.587,0.0,0.02,0.0,100
"(i_gaze_at;inf_smile;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,36
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(inf_smile;m_gaze_at_object)","(i_gaze_at)",0.223,23,88.343,0.99,0.02,0.98,100
"(inf_smile)","(mo_smile;mother-speech)",0.178,192,199.31,0.0,0.02,0.0,100
"(m_gaze_away)","(mother-speech)",0.171,9,13.873,1.0,1.0,1.0,100
"(inf_smile;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,37
"(i_gaze_away;m_gaze_at;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,89
"(i_gaze_at;mo_smile;mother-speech)","(m_gaze_at)",0.255,10,106.557,0.0,0.7717391304347826,0.0,92
"(m_gaze_away)","(inf_smile;mo_smile)",0.251,1,20.32,0.07894736842105263,1.0,0.07894736842105263,38
"(inf_smile;m_gaze_at_object)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,78
"(mo_smile;mother-speech)","(i_gaze_at)",0.309,13,186.974,0.0,0.59,0.0,100
"(m_gaze_away;mo_smile)","(i_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,16
"(i_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(m_gaze_at_object)","(i_gaze_at)",0.313,83,487.477,1.0,0.02,1.0,100
"(i_gaze_away;inf_smile;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_away;inf_smile)","(m_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;mother-speech)","(inf_smile;m_gaze_at)",0.104,43,101.419,999.0,999.0,999.0,0
"(infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,97
"(inf_smile;m_gaze_at;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,47
"(i_gaze_away;infant_voc;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(i_gaze_at)",0.254,10,86.457,0.99,0.99,1.0,100
"(i_gaze_at;inf_smile;m_gaze_at)","(mo_smile;mother-speech)",0.196,66,81.519,0.0,0.030303030303030304,0.0,66
"(i_gaze_at;infant_voc;mo_smile)","(inf_smile)",0.136,2,13.2,0.25,0.875,0.08333333333333333,24
"(i_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,36
"(infant_voc;mo_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at_object;inf_smile;m_gaze_away)","(infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(m_gaze_at)","(i_gaze_at;inf_smile;mo_smile)",0.107,166,227.917,999.0,999.0,999.0,0
"(mother-speech)","(m_gaze_at;mo_smile)",0.133,70,210.726,0.0,0.3333333333333333,0.0,27
"(infant_voc;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,35
"(i_gaze_at)","(inf_smile;m_gaze_at;mo_smile)",0.109,179,234.2,999.0,999.0,999.0,0
"(i_gaze_away;m_gaze_at)","(inf_smile)",0.128,14,30.82,0.98,1.0,1.0,100
"(i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,72
"(i_gaze_at;infant_voc)","(inf_smile)",0.136,4,30.511,0.1864406779661017,0.9661016949152542,0.1864406779661017,59
"(i_gaze_at_object;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,98
"(i_gaze_away;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_at_object;inf_smile;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,43
"(m_gaze_away)","(i_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,15
"(i_gaze_at_object;infant_voc;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away)","(m_gaze_at;mo_smile)",0.121,35,65.507,1.0,0.91,1.0,100
"(i_gaze_at_object;inf_smile;m_gaze_away)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,5
"(infant_voc;m_gaze_away)","(i_gaze_at;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;m_gaze_at_object)","(mother-speech)",0.109,27,27.701,1.0,0.84,0.87,100
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(infant_voc;m_gaze_away;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,19
"(i_gaze_away)","(m_gaze_at)",0.35,62,189.642,1.0,0.0,1.0,100
"(m_gaze_away)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,44
"(i_gaze_away;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,16
"(inf_smile;m_gaze_at_object)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,86
"(mother-speech)","(m_gaze_at_object)",0.112,68,178.111,1.0,0.45,1.0,100
"(inf_smile;m_gaze_at_object;mo_smile)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,49
"(i_gaze_at;inf_smile;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,31
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at;mo_smile)",0.139,1,10.875,0.0625,1.0,0.0,16
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,11
"(inf_smile)","(mo_smile)",0.38,62,425.461,0.01,0.99,0.01,100
"(i_gaze_away;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,39
"(i_gaze_at_object;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,25
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,14
"(m_gaze_at_object;mo_smile)","(mother-speech)",0.149,45,50.835,1.0,1.0,1.0,100
"(i_gaze_away;m_gaze_away)","(inf_smile)",0.539,1,14.876,0.027777777777777776,1.0,0.0,36
"(inf_smile;m_gaze_away)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(infant_voc;mo_smile)","(i_gaze_at;m_gaze_at)",0.19,3,25.175,0.0,0.8918918918918919,0.05405405405405406,37
"(i_gaze_at_object;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;mo_smile)","(mother-speech)",0.199,15,13.526,0.6428571428571429,0.2653061224489796,0.5408163265306123,98
"(i_gaze_away;inf_smile;m_gaze_at)","(mother-speech)",0.207,21,16.344,0.71,0.48,0.84,100
"(inf_smile;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,31
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,15
"(i_gaze_at_object;m_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,79
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at;infant_voc;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;mother-speech)","(i_gaze_at)",0.236,7,121.001,0.16,0.94,0.13,100
"(inf_smile;mo_smile)","(i_gaze_at)",0.489,19,248.246,0.01,0.57,0.0,100
"(infant_voc;m_gaze_away)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_at;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;infant_voc;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile)","(m_gaze_at_object)",0.297,109,332.725,0.34,0.36,0.32,100
"(inf_smile;m_gaze_at_object)","(mother-speech)",0.19,75,75.352,1.0,0.67,1.0,100
"(m_gaze_at_object;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,11
"(m_gaze_away;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_at_object;inf_smile;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,23
"(i_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_at;inf_smile)","(m_gaze_at_object)",0.157,41,91.944,1.0,0.89,1.0,100
"(i_gaze_away;infant_voc;m_gaze_at;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mother-speech)","(inf_smile)",0.146,44,141.586,0.06,0.04,0.0,100
"(i_gaze_at;infant_voc;m_gaze_at_object)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,18
"(i_gaze_at;infant_voc;m_gaze_at_object;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;infant_voc)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,27
"(infant_voc;m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;infant_voc;m_gaze_at_object;mother-speech)","(inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,84
"(inf_smile;m_gaze_away)","(i_gaze_at;infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;infant_voc)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(mo_smile)","(m_gaze_at)",0.542,143,816.055,0.0,0.33,0.0,100
"(inf_smile;m_gaze_away)","(mother-speech)",0.26,9,12.145,0.5882352941176471,0.23529411764705882,0.11764705882352941,85
"(i_gaze_at;m_gaze_at_object)","(mother-speech)",0.197,118,123.379,1.0,1.0,1.0,100
"(i_gaze_away;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,12
"(m_gaze_at;mother-speech)","(mo_smile)",0.201,46,200.685,0.0,0.0,0.0,99
"(i_gaze_at;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,98
"(i_gaze_away;infant_voc)","(m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_away)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile)","(m_gaze_at_object;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,90
"(i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_away;inf_smile;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,56
"(i_gaze_at_object;infant_voc;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at;infant_voc;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,21
"(m_gaze_away;mo_smile)","(i_gaze_at_object;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,4
