"antecedent","succedent","p_con","p_occ","p_dur","null_obs"
"(i_gaze_at_object;inf_smile;m_gaze_at_object)","(i_gaze_at_object;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,4
"(m_gaze_at_object;i_gaze_at_object;mother-speech;inf_smile)","(m_gaze_at_object;i_gaze_at_object;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;m_gaze_at;mo_smile;i_gaze_away)","(mother-speech;inf_smile;m_gaze_at;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;infant_voc)","(mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,4
"(mother-speech;infant_voc)","(mother-speech;infant_voc)",999.0,999.0,999.0,12
"(m_gaze_at_object;inf_smile)","(m_gaze_at_object;inf_smile)",999.0,999.0,999.0,37
"(mother-speech;mo_smile;i_gaze_at_object;infant_voc)","(mother-speech;mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;mother-speech)","(inf_smile;mo_smile;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_at)","(inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,8
"(mother-speech;inf_smile;mo_smile;infant_voc)","(mother-speech;inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at_object;mother-speech;mo_smile)","(m_gaze_at;i_gaze_at_object;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;i_gaze_at_object)","(m_gaze_at;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,6
"(infant_voc;inf_smile;i_gaze_away)","(infant_voc;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;inf_smile)","(mo_smile;inf_smile)",0.0,0.125,0.0,40
"(inf_smile;mo_smile;i_gaze_at)","(inf_smile;mo_smile;i_gaze_at)",999.0,999.0,999.0,15
"(m_gaze_at_object;i_gaze_at_object;inf_smile)","(m_gaze_at_object;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,3
"(mother-speech;i_gaze_at;inf_smile)","(mother-speech;i_gaze_at;inf_smile)",999.0,999.0,999.0,8
"(i_gaze_at;mother-speech;mo_smile;inf_smile)","(i_gaze_at;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,4
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,20
"(inf_smile;i_gaze_away)","(inf_smile;i_gaze_away)",0.7631578947368421,0.47368421052631576,0.6578947368421053,38
"(mother-speech;i_gaze_away;mo_smile;inf_smile)","(mother-speech;i_gaze_away;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;inf_smile;infant_voc)","(mo_smile;i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,4
"(mother-speech;m_gaze_at_object)","(mother-speech;m_gaze_at_object)",0.6470588235294118,0.6274509803921569,0.9411764705882353,51
"(i_gaze_at;mo_smile;infant_voc)","(i_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at_object;mo_smile;infant_voc)","(m_gaze_at;i_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech)","(i_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_at_object)","(mo_smile;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,10
"(m_gaze_at;i_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at;i_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;inf_smile;infant_voc)","(i_gaze_at;m_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_at_object;infant_voc)","(inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;m_gaze_away)","(i_gaze_at;mo_smile;m_gaze_away)",999.0,999.0,999.0,10
"(mother-speech;inf_smile;infant_voc)","(mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,7
"(i_gaze_at;inf_smile;m_gaze_at_object)","(i_gaze_at;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,7
"(infant_voc;mother-speech;i_gaze_at_object;inf_smile)","(infant_voc;mother-speech;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;mother-speech)","(m_gaze_at_object;mo_smile;mother-speech)",999.0,999.0,999.0,9
"(m_gaze_at;infant_voc;i_gaze_at;mother-speech)","(m_gaze_at;infant_voc;i_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_away)","(infant_voc;i_gaze_away)",0.46153846153846156,1.0,0.9230769230769231,13
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,10
"(inf_smile;i_gaze_at;m_gaze_at_object)","(inf_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_at;infant_voc)","(mother-speech;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;mo_smile;i_gaze_at)","(m_gaze_at;mother-speech;mo_smile;i_gaze_at)",999.0,999.0,999.0,3
"(i_gaze_at_object;mo_smile)","(i_gaze_at_object;mo_smile)",999.0,999.0,999.0,3
"(m_gaze_at_object)","(m_gaze_at_object)",999.0,999.0,999.0,7
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",0.3157894736842105,0.0,0.0,19
"(mo_smile;i_gaze_at)","(mo_smile;i_gaze_at)",999.0,999.0,999.0,16
"(i_gaze_at_object;infant_voc;inf_smile)","(i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;m_gaze_at;mo_smile)","(i_gaze_at;infant_voc;m_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech)","(m_gaze_at;mother-speech)",999.0,999.0,999.0,4
"(mo_smile;infant_voc;inf_smile;m_gaze_at_object)","(mo_smile;infant_voc;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;infant_voc;m_gaze_at)","(mo_smile;i_gaze_at;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;i_gaze_at_object)","(infant_voc;m_gaze_at;i_gaze_at_object)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_at_object)","(inf_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,4
"(mother-speech;i_gaze_at_object;infant_voc)","(mother-speech;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;i_gaze_away)","(inf_smile;mo_smile;i_gaze_away)",999.0,999.0,999.0,21
"(i_gaze_at)","(i_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;i_gaze_at_object)","(mother-speech;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;m_gaze_at_object)","(inf_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,15
"(mo_smile;inf_smile;m_gaze_away;i_gaze_at_object)","(mo_smile;inf_smile;m_gaze_away;i_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_away)","(m_gaze_at;i_gaze_away)",0.8780487804878049,1.0,1.0,82
"(i_gaze_at;mother-speech;inf_smile;infant_voc)","(i_gaze_at;mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;infant_voc)","(mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,3
"(inf_smile;mother-speech;m_gaze_at_object)","(inf_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,10
"(mother-speech;m_gaze_away)","(mother-speech;m_gaze_away)",999.0,999.0,999.0,4
"(i_gaze_at;mother-speech;m_gaze_away)","(i_gaze_at;mother-speech;m_gaze_away)",999.0,999.0,999.0,2
"(i_gaze_at_object;mo_smile)","(i_gaze_at_object;mo_smile)",999.0,999.0,999.0,29
"(mother-speech;i_gaze_away;inf_smile)","(mother-speech;i_gaze_away;inf_smile)",999.0,999.0,999.0,2
"(infant_voc;mo_smile;inf_smile)","(infant_voc;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(inf_smile)","(inf_smile)",1.0,0.7142857142857143,0.9761904761904762,42
"(m_gaze_at;mo_smile;i_gaze_at)","(m_gaze_at;mo_smile;i_gaze_at)",999.0,999.0,999.0,21
"(mother-speech;mo_smile;inf_smile;infant_voc;i_gaze_at)","(mother-speech;mo_smile;inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;infant_voc)","(i_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc)","(i_gaze_at_object;infant_voc)",999.0,999.0,999.0,4
"(m_gaze_at;mo_smile;infant_voc)","(m_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,6
"(mother-speech;inf_smile;mo_smile)","(mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,14
"(inf_smile)","(inf_smile)",0.23529411764705882,1.0,0.1323529411764706,68
"(m_gaze_at_object;mother-speech;mo_smile;infant_voc)","(m_gaze_at_object;mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;infant_voc;m_gaze_at_object)","(inf_smile;mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at;inf_smile)","(m_gaze_at_object;i_gaze_at;inf_smile)",999.0,999.0,999.0,4
"(i_gaze_at;m_gaze_at;infant_voc)","(i_gaze_at;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_away)","(inf_smile;mo_smile;m_gaze_away)",999.0,999.0,999.0,6
"(inf_smile;infant_voc;m_gaze_at_object;mo_smile;i_gaze_at)","(inf_smile;infant_voc;m_gaze_at_object;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;m_gaze_at;mo_smile)","(i_gaze_at;infant_voc;m_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;mo_smile)","(inf_smile;mother-speech;mo_smile)",999.0,999.0,999.0,7
"(infant_voc;i_gaze_at_object)","(infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_at_object;m_gaze_at)","(inf_smile;i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,2
"(infant_voc;m_gaze_at_object;i_gaze_away)","(infant_voc;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;i_gaze_at_object)","(mother-speech;mo_smile;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,5
"(i_gaze_away;m_gaze_at;infant_voc)","(i_gaze_away;m_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(infant_voc;m_gaze_at;mo_smile;i_gaze_at)","(infant_voc;m_gaze_at;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at;infant_voc;mo_smile)","(mother-speech;m_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;m_gaze_at_object;inf_smile)","(i_gaze_at;mo_smile;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,2
"(mother-speech;mo_smile;m_gaze_at_object)","(mother-speech;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,23
"(m_gaze_away;i_gaze_at)","(m_gaze_away;i_gaze_at)",999.0,999.0,999.0,11
"(infant_voc;mo_smile)","(infant_voc;mo_smile)",999.0,999.0,999.0,6
"(infant_voc;i_gaze_away)","(infant_voc;i_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at;mo_smile;inf_smile;infant_voc)","(m_gaze_at;i_gaze_at;mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;i_gaze_away)","(inf_smile;m_gaze_at;i_gaze_away)",999.0,999.0,999.0,5
"(m_gaze_at_object;infant_voc)","(m_gaze_at_object;infant_voc)",999.0,999.0,999.0,9
"(mother-speech;i_gaze_away;inf_smile)","(mother-speech;i_gaze_away;inf_smile)",999.0,999.0,999.0,6
"(i_gaze_away;mother-speech;m_gaze_at_object)","(i_gaze_away;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,3
"(i_gaze_at;infant_voc;inf_smile;mo_smile)","(i_gaze_at;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;m_gaze_away)","(i_gaze_at;inf_smile;m_gaze_away)",999.0,999.0,999.0,4
"(mother-speech;mo_smile;i_gaze_at;m_gaze_away)","(mother-speech;mo_smile;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;infant_voc;i_gaze_at)","(inf_smile;mo_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;i_gaze_at;inf_smile)","(m_gaze_at;mo_smile;i_gaze_at;inf_smile)",999.0,999.0,999.0,13
"(mo_smile;m_gaze_at;mother-speech;inf_smile)","(mo_smile;m_gaze_at;mother-speech;inf_smile)",999.0,999.0,999.0,0
"(m_gaze_at_object;mo_smile;mother-speech)","(m_gaze_at_object;mo_smile;mother-speech)",999.0,999.0,999.0,8
"(m_gaze_at;i_gaze_at;inf_smile;mother-speech)","(m_gaze_at;i_gaze_at;inf_smile;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;m_gaze_away)","(i_gaze_away;inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;infant_voc;mo_smile)","(mother-speech;i_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at_object;infant_voc;mo_smile)","(i_gaze_at;m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_at;infant_voc;i_gaze_away)","(mo_smile;m_gaze_at;infant_voc;i_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;infant_voc;i_gaze_at_object)","(m_gaze_at;inf_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_away)","(m_gaze_at;i_gaze_away)",999.0,999.0,999.0,23
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at)","(i_gaze_at;inf_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at;i_gaze_at;mother-speech;inf_smile)","(m_gaze_at;i_gaze_at;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;i_gaze_at_object)","(m_gaze_at_object;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,7
"(infant_voc;mother-speech;inf_smile;mo_smile)","(infant_voc;mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_away)","(inf_smile;infant_voc;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;mo_smile;m_gaze_at)","(mother-speech;inf_smile;mo_smile;m_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at_object;mo_smile;infant_voc;i_gaze_away)","(m_gaze_at_object;mo_smile;infant_voc;i_gaze_away)",999.0,999.0,999.0,2
"(mo_smile;infant_voc;mother-speech)","(mo_smile;infant_voc;mother-speech)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;mo_smile;i_gaze_away)","(m_gaze_at;inf_smile;mo_smile;i_gaze_away)",999.0,999.0,999.0,16
"(infant_voc;i_gaze_at;m_gaze_at;mother-speech)","(infant_voc;i_gaze_at;m_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;inf_smile;i_gaze_away)","(mo_smile;infant_voc;inf_smile;i_gaze_away)",999.0,999.0,999.0,0
"(mother-speech;mo_smile;infant_voc)","(mother-speech;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech;i_gaze_away)","(m_gaze_at;mother-speech;i_gaze_away)",999.0,999.0,999.0,3
"(m_gaze_away;inf_smile;i_gaze_away)","(m_gaze_away;inf_smile;i_gaze_away)",999.0,999.0,999.0,2
"(inf_smile;mother-speech)","(inf_smile;mother-speech)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_at;inf_smile)","(mo_smile;m_gaze_at;inf_smile)",0.0,0.4444444444444444,0.0,9
"(infant_voc;m_gaze_at;mo_smile;i_gaze_at)","(infant_voc;m_gaze_at;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,53
"(mo_smile;m_gaze_at;mother-speech)","(mo_smile;m_gaze_at;mother-speech)",999.0,999.0,999.0,2
"(infant_voc;mother-speech)","(infant_voc;mother-speech)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;mo_smile)","(mother-speech;infant_voc;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_at;mother-speech;m_gaze_away)","(i_gaze_at;mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;mother-speech)","(infant_voc;i_gaze_at;mother-speech)",999.0,999.0,999.0,2
"(infant_voc;inf_smile;mo_smile)","(infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,8
"(mo_smile;m_gaze_at;i_gaze_at_object)","(mo_smile;m_gaze_at;i_gaze_at_object)",0.8333333333333334,0.8333333333333334,0.8333333333333334,12
"(inf_smile;i_gaze_at_object)","(inf_smile;i_gaze_at_object)",999.0,999.0,999.0,40
"(m_gaze_at_object;mother-speech;infant_voc)","(m_gaze_at_object;mother-speech;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile;m_gaze_at)","(inf_smile;infant_voc;mo_smile;m_gaze_at)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;inf_smile)","(mo_smile;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;inf_smile)","(i_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;mo_smile;infant_voc;m_gaze_at)","(mother-speech;inf_smile;mo_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;m_gaze_at_object;mo_smile)","(i_gaze_away;mother-speech;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,27
"(i_gaze_away;m_gaze_at;inf_smile;mo_smile)","(i_gaze_away;m_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,3
"(i_gaze_away)","(i_gaze_away)",0.967741935483871,0.9838709677419355,0.9838709677419355,62
"(mo_smile;inf_smile;infant_voc)","(mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;m_gaze_at_object)","(mother-speech;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,19
"(i_gaze_at;infant_voc)","(i_gaze_at;infant_voc)",0.0,0.9629629629629629,0.0,27
"(i_gaze_away;inf_smile;mo_smile)","(i_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,4
"(infant_voc;i_gaze_at_object;m_gaze_at)","(infant_voc;i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech)","(m_gaze_at_object;mother-speech)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;infant_voc)","(mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,3
"(infant_voc;i_gaze_at)","(infant_voc;i_gaze_at)",999.0,999.0,999.0,30
"(mo_smile;m_gaze_at;infant_voc;i_gaze_at)","(mo_smile;m_gaze_at;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_away)","(i_gaze_away;m_gaze_away)",999.0,999.0,999.0,20
"(m_gaze_at_object;mother-speech;mo_smile;inf_smile)","(m_gaze_at_object;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(mother-speech;mo_smile;i_gaze_away)","(mother-speech;mo_smile;i_gaze_away)",999.0,999.0,999.0,22
"(i_gaze_away;inf_smile;mo_smile;m_gaze_away)","(i_gaze_away;inf_smile;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;infant_voc;inf_smile)","(mother-speech;i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;inf_smile;mother-speech;i_gaze_away)","(m_gaze_at;mo_smile;inf_smile;mother-speech;i_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile)","(m_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,7
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,10
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at;mother-speech)","(m_gaze_at;i_gaze_at;mother-speech)",999.0,999.0,999.0,16
"(i_gaze_at;infant_voc;inf_smile;mo_smile)","(i_gaze_at;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at_object;inf_smile;i_gaze_away)","(m_gaze_at_object;inf_smile;i_gaze_away)",999.0,999.0,999.0,4
"(i_gaze_away;mother-speech;m_gaze_at)","(i_gaze_away;mother-speech;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;inf_smile)","(m_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,16
"(infant_voc;mo_smile)","(infant_voc;mo_smile)",999.0,999.0,999.0,2
"(inf_smile;m_gaze_away;mo_smile)","(inf_smile;m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;inf_smile)","(infant_voc;m_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,6
"(m_gaze_at_object;inf_smile;i_gaze_at)","(m_gaze_at_object;inf_smile;i_gaze_at)",999.0,999.0,999.0,29
"(infant_voc;inf_smile;m_gaze_at;mo_smile)","(infant_voc;inf_smile;m_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;i_gaze_at_object)","(infant_voc;m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_away)","(mother-speech;mo_smile;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_away;mother-speech;mo_smile)","(m_gaze_away;mother-speech;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc;m_gaze_at)","(i_gaze_at_object;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;inf_smile;i_gaze_away)","(infant_voc;m_gaze_at;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at_object)","(infant_voc;i_gaze_at_object)",999.0,999.0,999.0,3
"(infant_voc;i_gaze_at_object;m_gaze_at_object)","(infant_voc;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,3
"(m_gaze_at;infant_voc;mo_smile)","(m_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,3
"(m_gaze_away;mother-speech;inf_smile)","(m_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,3
"(mo_smile;i_gaze_at;infant_voc;inf_smile)","(mo_smile;i_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;mo_smile)","(infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at;mo_smile;infant_voc)","(m_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,27
"(infant_voc;mo_smile;mother-speech;inf_smile)","(infant_voc;mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;infant_voc)","(i_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at_object;i_gaze_away)","(m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,2
"(mother-speech;m_gaze_away)","(mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,7
"(i_gaze_away;inf_smile)","(i_gaze_away;inf_smile)",999.0,999.0,999.0,24
"(m_gaze_at;mother-speech)","(m_gaze_at;mother-speech)",999.0,999.0,999.0,54
"(inf_smile;i_gaze_at_object;infant_voc)","(inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,6
"(mo_smile;mother-speech;inf_smile;i_gaze_at_object)","(mo_smile;mother-speech;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;i_gaze_at)","(mother-speech;mo_smile;inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;m_gaze_away)","(mother-speech;inf_smile;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at;infant_voc)","(m_gaze_at_object;i_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(mother-speech;mo_smile;m_gaze_at;i_gaze_at)","(mother-speech;mo_smile;m_gaze_at;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;mo_smile)","(inf_smile;infant_voc;mo_smile)",999.0,999.0,999.0,3
"(m_gaze_at;i_gaze_at_object;mother-speech)","(m_gaze_at;i_gaze_at_object;mother-speech)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;infant_voc;m_gaze_at_object)","(i_gaze_at;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;m_gaze_at_object)","(i_gaze_away;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_at_object;inf_smile;mother-speech;i_gaze_at)","(m_gaze_at_object;inf_smile;mother-speech;i_gaze_at)",999.0,999.0,999.0,2
"(mo_smile;i_gaze_at)","(mo_smile;i_gaze_at)",0.0,0.0,0.0,35
"(inf_smile;i_gaze_away)","(inf_smile;i_gaze_away)",0.15,0.9833333333333333,0.1,60
"(mother-speech;i_gaze_away;inf_smile)","(mother-speech;i_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;mother-speech)","(infant_voc;inf_smile;mother-speech)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;infant_voc)","(m_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,24
"(infant_voc;inf_smile;m_gaze_at)","(infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;mother-speech;i_gaze_at)","(m_gaze_at;inf_smile;mother-speech;i_gaze_at)",999.0,999.0,999.0,5
"(i_gaze_at_object;inf_smile;infant_voc)","(i_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at;m_gaze_at)","(inf_smile;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,6
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;infant_voc;m_gaze_at_object)","(mother-speech;inf_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;infant_voc;mother-speech)","(m_gaze_at_object;infant_voc;mother-speech)",999.0,999.0,999.0,5
